transaction_id,sender_id,receiver_id,amount,timestamp
TXN_0319,ACC_7841,ACC_5433,328.71,2026-02-19T14:01:00
TXN_0016,ACC_2021,ACC_1363,395.22,2026-02-19T14:02:00
TXN_0015,ACC_2491,ACC_3832,410.09,2026-02-19T14:03:00
TXN_0400,ACC_7290,ACC_7900,340.78,2026-02-19T14:05:00
TXN_0100,ACC_7253,ACC_2389,467.94,2026-02-19T14:08:00
TXN_0066,ACC_6909,ACC_2322,228.78,2026-02-19T14:09:00
TXN_0048,ACC_2998,ACC_3397,27.06,2026-02-19T14:09:00
TXN_0140,ACC_3346,ACC_8726,360.16,2026-02-19T14:09:00
TXN_0347,ACC_9532,ACC_1820,193.43,2026-02-19T14:10:00
TXN_0001,ACC_7614,ACC_2998,386.01,2026-02-19T14:13:00
TXN_0063,ACC_2594,ACC_8131,245.35,2026-02-19T14:14:00
TXN_0036,ACC_5879,ACC_6934,350.26,2026-02-19T14:15:00
TXN_0207,ACC_7290,ACC_3397,353.45,2026-02-19T14:17:00
TXN_0374,ACC_3713,ACC_3933,91.79,2026-02-19T14:18:00
TXN_0165,ACC_2355,ACC_2075,141.21,2026-02-19T14:24:00
TXN_0247,ACC_2841,ACC_7290,406.5,2026-02-19T14:30:00
TXN_0094,ACC_6679,ACC_8131,154.47,2026-02-19T14:32:00
TXN_0133,ACC_5341,ACC_9092,341.63,2026-02-19T14:33:00
TXN_0171,ACC_5496,ACC_7226,358.16,2026-02-19T14:36:00
TXN_0107,ACC_1702,ACC_3808,446.77,2026-02-19T14:36:00
TXN_0022,ACC_2567,ACC_5905,90.95,2026-02-19T14:38:00
TXN_0412,SHADY_CORP,SHELL_1,9950.0,2026-02-19T14:40:00
TXN_0413,SHADY_CORP,SHELL_2,9800.0,2026-02-19T14:45:00
TXN_0414,SHADY_CORP,SHELL_3,9900.0,2026-02-19T14:50:00
TXN_0264,ACC_3346,ACC_1179,334.65,2026-02-19T14:54:00
TXN_0343,ACC_8865,ACC_3832,468.53,2026-02-19T14:58:00
TXN_0283,ACC_1820,ACC_2389,48.2,2026-02-19T15:06:00
TXN_0197,ACC_8320,ACC_2567,334.75,2026-02-19T15:07:00
TXN_0005,ACC_2654,ACC_1179,50.09,2026-02-19T15:08:00
TXN_0174,ACC_5205,ACC_4525,387.5,2026-02-19T15:15:00
TXN_0326,ACC_6210,ACC_7245,161.06,2026-02-19T15:26:00
TXN_0256,ACC_1559,ACC_1076,44.09,2026-02-19T15:28:00
TXN_0281,ACC_6428,ACC_8337,188.39,2026-02-19T15:32:00
TXN_0081,ACC_2355,ACC_8569,478.75,2026-02-19T15:33:00
TXN_0322,ACC_6582,ACC_2594,158.42,2026-02-19T15:34:00
TXN_0162,ACC_5200,ACC_2389,359.38,2026-02-19T15:34:00
TXN_0320,ACC_1076,ACC_7275,259.46,2026-02-19T15:40:00
TXN_0289,ACC_5132,ACC_5205,238.41,2026-02-19T15:41:00
TXN_0391,ACC_4029,ACC_7841,67.25,2026-02-19T15:47:00
TXN_0262,ACC_7625,ACC_4436,27.82,2026-02-19T15:53:00
TXN_0272,ACC_7226,ACC_6909,206.09,2026-02-19T15:58:00
TXN_0298,ACC_5496,ACC_2389,275.51,2026-02-19T16:01:00
TXN_0306,ACC_3397,ACC_2627,449.81,2026-02-19T16:07:00
TXN_0234,ACC_8569,ACC_2021,53.73,2026-02-19T16:15:00
TXN_0305,ACC_9355,ACC_5496,252.64,2026-02-19T16:18:00
TXN_0267,ACC_2567,ACC_7340,399.44,2026-02-19T16:22:00
TXN_0211,ACC_3444,ACC_1005,14.33,2026-02-19T16:29:00
TXN_0324,ACC_8131,ACC_8569,193.64,2026-02-19T16:30:00
TXN_0243,ACC_4029,ACC_3628,356.93,2026-02-19T16:42:00
TXN_0350,ACC_6210,ACC_7680,169.56,2026-02-19T16:44:00
TXN_0113,ACC_5132,ACC_3933,27.92,2026-02-19T16:45:00
TXN_0075,ACC_6934,ACC_4396,449.13,2026-02-19T16:46:00
TXN_0095,ACC_2841,ACC_3713,331.37,2026-02-19T16:53:00
TXN_0361,ACC_3628,ACC_6934,55.67,2026-02-19T16:56:00
TXN_0252,ACC_1811,ACC_8440,396.72,2026-02-19T16:57:00
TXN_0275,ACC_2021,ACC_2567,235.01,2026-02-19T16:58:00
TXN_0365,ACC_7300,ACC_7275,260.5,2026-02-19T17:03:00
TXN_0237,ACC_9532,ACC_6582,174.85,2026-02-19T17:09:00
TXN_0295,ACC_5856,ACC_1749,182.41,2026-02-19T17:09:00
TXN_0258,ACC_3808,ACC_1164,25.17,2026-02-19T17:09:00
TXN_0056,ACC_1179,ACC_3444,459.27,2026-02-19T17:11:00
TXN_0314,ACC_3444,ACC_5879,197.41,2026-02-19T17:15:00
TXN_0119,ACC_6268,ACC_5585,263.56,2026-02-19T17:26:00
TXN_0333,ACC_8865,ACC_2998,159.07,2026-02-19T17:27:00
TXN_0108,ACC_4559,ACC_9508,351.01,2026-02-19T17:27:00
TXN_0321,ACC_4345,ACC_4144,22.17,2026-02-19T17:31:00
TXN_0278,ACC_5962,ACC_2355,79.87,2026-02-19T17:32:00
TXN_0389,ACC_1413,ACC_2962,72.31,2026-02-19T17:35:00
TXN_0114,ACC_4436,ACC_2322,426.87,2026-02-19T17:37:00
TXN_0346,ACC_2075,ACC_7900,488.76,2026-02-19T17:37:00
TXN_0180,ACC_2594,ACC_8131,116.32,2026-02-19T17:38:00
TXN_0296,ACC_8131,ACC_6679,119.99,2026-02-19T17:48:00
TXN_0068,ACC_2567,ACC_5132,258.31,2026-02-19T17:52:00
TXN_0136,ACC_5836,ACC_4029,491.97,2026-02-19T17:59:00
TXN_0031,ACC_2594,ACC_7900,383.7,2026-02-19T18:02:00
TXN_0349,ACC_2998,ACC_8440,313.95,2026-02-19T18:07:00
TXN_0122,ACC_8131,ACC_9355,161.81,2026-02-19T18:11:00
TXN_0070,ACC_4436,ACC_8569,418.17,2026-02-19T18:15:00
TXN_0313,ACC_3397,ACC_5836,464.66,2026-02-19T18:18:00
TXN_0082,ACC_2355,ACC_3832,493.53,2026-02-19T18:19:00
TXN_0159,ACC_1076,ACC_5585,140.51,2026-02-19T18:22:00
TXN_0039,ACC_2540,ACC_6934,27.66,2026-02-19T18:23:00
TXN_0002,ACC_7253,ACC_5879,372.3,2026-02-19T18:23:00
TXN_0151,ACC_6377,ACC_5341,328.38,2026-02-19T18:25:00
TXN_0029,ACC_3933,ACC_4345,69.69,2026-02-19T18:30:00
TXN_0360,ACC_8320,ACC_3835,428.77,2026-02-19T18:30:00
TXN_0199,ACC_5962,ACC_7275,278.33,2026-02-19T18:30:00
TXN_0239,ACC_1820,ACC_8569,336.14,2026-02-19T18:31:00
TXN_0131,ACC_9355,ACC_3808,451.61,2026-02-19T18:36:00
TXN_0348,ACC_9532,ACC_3808,68.31,2026-02-19T18:40:00
TXN_0290,ACC_2815,ACC_7300,139.46,2026-02-19T18:44:00
TXN_0216,ACC_5585,ACC_1749,33.77,2026-02-19T18:46:00
TXN_0163,ACC_8569,ACC_1811,288.41,2026-02-19T18:47:00
TXN_0341,ACC_8413,ACC_2567,287.96,2026-02-19T18:48:00
TXN_0118,ACC_2322,ACC_3713,122.45,2026-02-19T18:48:00
TXN_0279,ACC_8413,ACC_1811,298.29,2026-02-19T18:58:00
TXN_0273,ACC_5448,ACC_6428,328.65,2026-02-19T18:59:00
TXN_0367,ACC_4436,ACC_7625,492.58,2026-02-19T19:03:00
TXN_0086,ACC_7290,ACC_4559,405.02,2026-02-19T19:08:00
TXN_0105,ACC_3835,ACC_6268,484.08,2026-02-19T19:13:00
TXN_0310,ACC_2594,ACC_7605,334.06,2026-02-19T19:14:00
TXN_0200,ACC_5132,ACC_1005,314.39,2026-02-19T19:17:00
TXN_0176,ACC_8337,ACC_5205,178.39,2026-02-19T19:17:00
TXN_0035,ACC_7340,ACC_5341,213.3,2026-02-19T19:22:00
TXN_0043,ACC_4525,ACC_3628,144.96,2026-02-19T19:41:00
TXN_0399,ACC_3808,ACC_8865,284.5,2026-02-19T19:44:00
TXN_0032,ACC_4396,ACC_2322,334.57,2026-02-19T19:52:00
TXN_0351,ACC_5200,ACC_5836,46.52,2026-02-19T19:58:00
TXN_0057,ACC_5132,ACC_1811,393.64,2026-02-19T20:00:00
TXN_0080,ACC_3808,ACC_8569,127.8,2026-02-19T20:03:00
TXN_0331,ACC_1820,ACC_6377,443.09,2026-02-19T20:09:00
TXN_0380,ACC_5879,ACC_8131,232.63,2026-02-19T20:16:00
TXN_0093,ACC_6428,ACC_1749,378.01,2026-02-19T20:25:00
TXN_0044,ACC_6934,ACC_5962,423.97,2026-02-19T20:26:00
TXN_0226,ACC_6909,ACC_2594,167.44,2026-02-19T20:30:00
TXN_0277,ACC_3346,ACC_9355,441.56,2026-02-19T20:31:00
TXN_0387,ACC_4559,ACC_8726,22.0,2026-02-19T20:32:00
TXN_0260,ACC_5856,ACC_4914,23.21,2026-02-19T20:32:00
TXN_0388,ACC_5373,ACC_1749,182.13,2026-02-19T20:33:00
TXN_0071,ACC_8569,ACC_2075,474.65,2026-02-19T20:35:00
TXN_0120,ACC_8413,ACC_8131,73.08,2026-02-19T20:38:00
TXN_0355,ACC_7605,ACC_6377,275.96,2026-02-19T20:38:00
TXN_0062,ACC_5856,ACC_6268,154.08,2026-02-19T20:40:00
TXN_0381,ACC_2815,ACC_4396,305.35,2026-02-19T20:46:00
TXN_0336,ACC_4705,ACC_4525,169.69,2026-02-19T20:52:00
TXN_0073,ACC_8413,ACC_4559,447.45,2026-02-19T20:54:00
TXN_0099,ACC_8865,ACC_2654,176.37,2026-02-19T20:54:00
TXN_0194,ACC_8320,ACC_3466,41.03,2026-02-19T21:08:00
TXN_0074,ACC_3835,ACC_7841,166.5,2026-02-19T21:14:00
TXN_0311,ACC_4240,ACC_4144,226.07,2026-02-19T21:16:00
TXN_0084,ACC_8320,ACC_6909,264.61,2026-02-19T21:32:00
TXN_0224,ACC_1702,ACC_7300,125.71,2026-02-19T21:36:00
TXN_0051,ACC_5341,ACC_4144,429.9,2026-02-19T21:37:00
TXN_0276,ACC_7253,ACC_5879,493.87,2026-02-19T21:38:00
TXN_0027,ACC_1702,ACC_2521,367.17,2026-02-19T21:40:00
TXN_0156,ACC_3346,ACC_7605,408.33,2026-02-19T21:41:00
TXN_0053,ACC_4029,ACC_6210,180.29,2026-02-19T21:44:00
TXN_0358,ACC_6377,ACC_1164,454.11,2026-02-19T21:55:00
TXN_0085,ACC_4029,ACC_1559,185.63,2026-02-19T21:56:00
TXN_0359,ACC_7340,ACC_3346,224.27,2026-02-19T21:59:00
TXN_0228,ACC_6428,ACC_3832,374.26,2026-02-19T22:01:00
TXN_0146,ACC_9092,ACC_3444,33.46,2026-02-19T22:04:00
TXN_0014,ACC_5341,ACC_4396,298.17,2026-02-19T22:04:00
TXN_0047,ACC_4144,ACC_2021,44.37,2026-02-19T22:08:00
TXN_0166,ACC_9508,ACC_9540,357.54,2026-02-19T22:08:00
TXN_0286,ACC_5836,ACC_6210,114.16,2026-02-19T22:19:00
TXN_0285,ACC_3444,ACC_1413,292.87,2026-02-19T22:27:00
TXN_0302,ACC_9355,ACC_4436,256.94,2026-02-19T22:31:00
TXN_0394,ACC_9355,ACC_4345,334.93,2026-02-19T22:34:00
TXN_0187,ACC_4240,ACC_4396,186.28,2026-02-19T22:37:00
TXN_0325,ACC_7290,ACC_8337,388.2,2026-02-19T22:41:00
TXN_0261,ACC_3063,ACC_7900,455.57,2026-02-19T22:44:00
TXN_0190,ACC_3397,ACC_5585,138.84,2026-02-19T22:46:00
TXN_0137,ACC_2962,ACC_5496,25.25,2026-02-19T22:48:00
TXN_0128,ACC_4436,ACC_2654,409.25,2026-02-19T22:49:00
TXN_0121,ACC_8569,ACC_3835,213.17,2026-02-19T22:53:00
TXN_0246,ACC_8899,ACC_6582,195.97,2026-02-19T23:00:00
TXN_0249,ACC_5448,ACC_1164,108.62,2026-02-19T23:02:00
TXN_0013,ACC_1179,ACC_3063,226.65,2026-02-19T23:09:00
TXN_0139,ACC_8413,ACC_1076,175.36,2026-02-19T23:10:00
TXN_0222,ACC_3397,ACC_9532,467.7,2026-02-19T23:11:00
TXN_0089,ACC_1749,ACC_4345,282.51,2026-02-19T23:11:00
TXN_0240,ACC_2962,ACC_5585,359.56,2026-02-19T23:12:00
TXN_0077,ACC_3466,ACC_3713,426.7,2026-02-19T23:13:00
TXN_0362,ACC_4345,ACC_7290,463.35,2026-02-19T23:17:00
TXN_0390,ACC_3835,ACC_2355,168.02,2026-02-19T23:19:00
TXN_0210,ACC_7680,ACC_2021,249.74,2026-02-19T23:23:00
TXN_0102,ACC_8440,ACC_4525,314.59,2026-02-19T23:24:00
TXN_0334,ACC_4559,ACC_3346,492.22,2026-02-19T23:29:00
TXN_0054,ACC_3713,ACC_7275,85.55,2026-02-19T23:30:00
TXN_0330,ACC_2389,ACC_4705,65.74,2026-02-19T23:31:00
TXN_0142,ACC_8337,ACC_8131,216.0,2026-02-19T23:38:00
TXN_0076,ACC_2021,ACC_4436,465.07,2026-02-19T23:41:00
TXN_0297,ACC_7275,ACC_7625,100.5,2026-02-19T23:50:00
TXN_0377,ACC_6909,ACC_3346,278.54,2026-02-19T23:51:00
TXN_0008,ACC_7614,ACC_3444,397.68,2026-02-19T23:53:00
TXN_0055,ACC_5433,ACC_1164,430.51,2026-02-19T23:54:00
TXN_0183,ACC_4345,ACC_2521,158.31,2026-02-19T23:54:00
TXN_0292,ACC_5373,ACC_1702,44.09,2026-02-19T23:59:00
TXN_0335,ACC_8726,ACC_6909,294.2,2026-02-19T23:59:00
TXN_0373,ACC_1820,ACC_8726,90.61,2026-02-20T00:10:00
TXN_0154,ACC_7841,ACC_1164,228.15,2026-02-20T00:12:00
TXN_0345,ACC_3832,ACC_1164,145.25,2026-02-20T00:12:00
TXN_0157,ACC_8337,ACC_2962,371.94,2026-02-20T00:13:00
TXN_0398,ACC_1559,ACC_5836,417.85,2026-02-20T00:21:00
TXN_0177,ACC_9355,ACC_6210,89.85,2026-02-20T00:21:00
TXN_0189,ACC_8959,ACC_3397,488.6,2026-02-20T00:29:00
TXN_0372,ACC_1076,ACC_8865,275.21,2026-02-20T00:29:00
TXN_0385,ACC_3444,ACC_7245,70.77,2026-02-20T00:39:00
TXN_0098,ACC_4736,ACC_6582,40.02,2026-02-20T00:46:00
TXN_0033,ACC_1811,ACC_8413,320.93,2026-02-20T00:55:00
TXN_0386,ACC_1559,ACC_3346,423.93,2026-02-20T01:09:00
TXN_0242,ACC_4736,ACC_1363,60.57,2026-02-20T01:11:00
TXN_0303,ACC_4559,ACC_8959,27.73,2026-02-20T01:17:00
TXN_0030,ACC_7290,ACC_6268,200.79,2026-02-20T01:17:00
TXN_0316,ACC_6582,ACC_4559,84.19,2026-02-20T01:18:00
TXN_0397,ACC_3397,ACC_1005,431.84,2026-02-20T01:20:00
TXN_0354,ACC_2021,ACC_4559,88.98,2026-02-20T01:21:00
TXN_0007,ACC_2322,ACC_1164,84.44,2026-02-20T01:24:00
TXN_0392,ACC_4240,ACC_1559,256.83,2026-02-20T01:29:00
TXN_0147,ACC_4736,ACC_4345,317.39,2026-02-20T01:32:00
TXN_0185,ACC_8959,ACC_2627,115.67,2026-02-20T01:42:00
TXN_0188,ACC_5836,ACC_8131,403.57,2026-02-20T01:45:00
TXN_0170,ACC_1811,ACC_4525,46.74,2026-02-20T01:54:00
TXN_0282,ACC_1076,ACC_3713,129.28,2026-02-20T01:55:00
TXN_0178,ACC_9532,ACC_4436,111.17,2026-02-20T02:00:00
TXN_0393,ACC_1559,ACC_3835,339.65,2026-02-20T02:03:00
TXN_0201,ACC_8337,ACC_4705,261.98,2026-02-20T02:05:00
TXN_0150,ACC_7290,ACC_3063,22.04,2026-02-20T02:08:00
TXN_0058,ACC_1559,ACC_3713,255.45,2026-02-20T02:09:00
TXN_0280,ACC_2322,ACC_7680,78.54,2026-02-20T02:11:00
TXN_0041,ACC_8131,ACC_5856,105.04,2026-02-20T02:13:00
TXN_0363,ACC_3835,ACC_7841,417.07,2026-02-20T02:14:00
TXN_0186,ACC_8440,ACC_1749,416.45,2026-02-20T02:33:00
TXN_0003,ACC_6428,ACC_3628,79.58,2026-02-20T02:38:00
TXN_0179,ACC_9092,ACC_3713,376.17,2026-02-20T02:42:00
TXN_0342,ACC_7900,ACC_1005,81.82,2026-02-20T02:45:00
TXN_0060,ACC_5132,ACC_2355,337.59,2026-02-20T02:53:00
TXN_0215,ACC_6909,ACC_6268,67.61,2026-02-20T03:01:00
TXN_0110,ACC_5962,ACC_7625,50.89,2026-02-20T03:11:00
TXN_0115,ACC_4396,ACC_7340,30.46,2026-02-20T03:17:00
TXN_0024,ACC_1363,ACC_4396,193.26,2026-02-20T03:17:00
TXN_0141,ACC_5585,ACC_5856,184.17,2026-02-20T03:19:00
TXN_0317,ACC_1749,ACC_2540,439.69,2026-02-20T03:19:00
TXN_0257,ACC_4240,ACC_7605,472.98,2026-02-20T03:21:00
TXN_0083,ACC_1413,ACC_8337,119.41,2026-02-20T03:24:00
TXN_0287,ACC_7245,ACC_1820,379.2,2026-02-20T03:30:00
TXN_0125,ACC_5905,ACC_4914,168.72,2026-02-20T03:36:00
TXN_0160,ACC_1363,ACC_9540,458.53,2026-02-20T03:37:00
TXN_0126,ACC_6428,ACC_4705,146.31,2026-02-20T03:38:00
TXN_0087,ACC_3346,ACC_5132,381.41,2026-02-20T03:40:00
TXN_0023,ACC_8413,ACC_8959,408.64,2026-02-20T03:42:00
TXN_0384,ACC_2075,ACC_9355,82.42,2026-02-20T03:44:00
TXN_0206,ACC_6268,ACC_5856,244.09,2026-02-20T03:45:00
TXN_0182,ACC_6210,ACC_2627,40.46,2026-02-20T03:51:00
TXN_0091,ACC_1164,ACC_5448,102.64,2026-02-20T03:52:00
TXN_0145,ACC_2389,ACC_2594,280.34,2026-02-20T03:56:00
TXN_0352,ACC_4736,ACC_3444,454.89,2026-02-20T04:07:00
TXN_0192,ACC_5879,ACC_3832,386.71,2026-02-20T04:10:00
TXN_0034,ACC_9540,ACC_4345,93.5,2026-02-20T04:11:00
TXN_0364,ACC_8865,ACC_8959,36.56,2026-02-20T04:21:00
TXN_0092,ACC_4144,ACC_1702,254.32,2026-02-20T04:24:00
TXN_0069,ACC_2491,ACC_5341,397.15,2026-02-20T04:26:00
TXN_0209,ACC_2815,ACC_4436,27.97,2026-02-20T04:31:00
TXN_0213,ACC_1559,ACC_4436,314.43,2026-02-20T04:32:00
TXN_0254,ACC_6679,ACC_7680,226.02,2026-02-20T04:33:00
TXN_0116,ACC_2355,ACC_5341,24.27,2026-02-20T04:34:00
TXN_0259,ACC_7900,ACC_5496,250.18,2026-02-20T04:37:00
TXN_0104,ACC_2322,ACC_2567,181.59,2026-02-20T04:39:00
TXN_0323,ACC_7245,ACC_5585,416.48,2026-02-20T04:40:00
